Year,Brand,Africa,Asia,northeu,southeu,middle east,northam,middleam,southam,oceania,ENTREPRENEURSHIP_100p,QUALITY OF LIFE_100p,SOCIAL PURPOSE_100p,CULTURAL INFLUENCE_100p,OPEN FOR BUSINESS_100p,ADVENTURE_100p,POWER_100p,HERITAGE_100p,MOVERS_100p,OVERALL_100p,A good job market_100p,A leader_100p,Affordable_100p,Athletically talented_100p,Cares about human rights_100p,Cares about the environment_100p,Cheap manufacturing costs_100p,Connected to the rest of the world_100p,Culturally accessible_100p,Culturally significant entertainment_100p,Different_100p,Distinctive_100p,Dynamic_100p,Easy to get around_100p,Economically influential_100p,Economically stable_100p,Educated population_100p,Entrepreneurial_100p,Family friendly_100p,Fashionable_100p,Favorable tax environment_100p,Friendly_100p,Fun_100p,Gender Equality_100p,Happy_100p,Has a rich history_100p,Has an influential culture_100p,Has great food_100p,Health conscious_100p,Income equality_100p,Individualistic_100p,Innovative_100p,Is a place I would live_100p,Many cultural attractions_100p,Modern_100p,not Bureaucratic_100p,not Corrupt_100p,Open travel policies_100p,Pleasant climate_100p,Politically Influential_100p,Politically stable_100p,Prestigious_100p,Progressive_100p,Provides easy access to capital_100p,Religious freedom_100p,Religious_100p,Respects property rights_100p,Safe_100p,Scenic_100p,Sexy_100p,Skilled labor force_100p,Strong international alliances_100p,Strong military_100p,Technological Expertise_100p,Transparent business practices_100p,Transparent government practices_100p,Trendy_100p,Trustworthy_100p,Unapproachable_100p,Unique_100p,Well developed infrastructure_100p,Well developed legal framework_100p,Well developed public education system_100p,Well developed public health system_100p,Well distributed political power_100p,ENTREPRENEURSHIP_R,QUALITY OF LIFE_R,SOCIAL PURPOSE_R,CULTURAL INFLUENCE_R,OPEN FOR BUSINESS_R,ADVENTURE_R,POWER_R,HERITAGE_R,MOVERS_R,OVERALL_R,A good job market_R,A leader_R,Affordable_R,Athletically talented_R,Cares about human rights_R,Cares about the environment_R,Cheap manufacturing costs_R,Connected to the rest of the world_R,Culturally accessible_R,Culturally significant entertainment_R,Different_R,Distinctive_R,Dynamic_R,Easy to get around_R,Economically influential_R,Economically stable_R,Educated population_R,Entrepreneurial_R,Family friendly_R,Fashionable_R,Favorable tax environment_R,Friendly_R,Fun_R,Gender Equality_R,Happy_R,Has a rich history_R,Has an influential culture_R,Has great food_R,Health conscious_R,Income equality_R,Individualistic_R,Innovative_R,Is a place I would live_R,Many cultural attractions_R,Modern_R,not Bureaucratic_R,not Corrupt_R,Open travel policies_R,Pleasant climate_R,Politically Influential_R,Politically stable_R,Prestigious_R,Progressive_R,Provides easy access to capital_R,Religious freedom_R,Religious_R,Respects property rights_R,Safe_R,Scenic_R,Sexy_R,Skilled labor force_R,Strong international alliances_R,Strong military_R,Technological Expertise_R,Transparent business practices_R,Transparent government practices_R,Trendy_R,Trustworthy_R,Unapproachable_R,Unique_R,Well developed infrastructure_R,Well developed legal framework_R,Well developed public education system_R,Well developed public health system_R,Well distributed political power_R,GDP_PPP
2016,Algeria,1,0,0,0,0,0,0,0,0,0.8867675653219784,1.2617718541496226,0.20370789631365716,0.0,34.180469616753875,2.99526865964036,6.476640410373533,2.264717152871578,11.990009229335236,0.0,1.7993517587661465,4.8919145690820445,18.842497883416172,15.425547446640673,3.518373059677105,0.0,46.8904066285308,1.5836917888891888,2.9183637802813305,0.0,47.477962995122134,0.0,3.0519539901350905,1.0436654108413665,4.768499601458784,1.4342328188952649,1.831346535566164,0.6309870331512474,1.7757734982978084,0.0,6.823956726229746,2.983952778812624,1.2805948796963607,2.4929988597182016,1.5883148955548378,6.673533919928825,3.293131181386426,4.686907245390077,1.4745683511848238,2.7193180737361566,16.54832614773515,1.4392043618503982,1.9048321394967038,1.8633662630925893,1.8754113524578733,75.96067569395936,16.886811191345483,4.559910553255681,6.9501286054011455,7.639317873431981,2.4503286556568864,2.8763074636443706,0.6735585982037586,1.9870792327643594,3.9999453343073443,70.58775202130208,5.421850020525699,3.5178644659696925,2.523087244564331,2.0552559147838974,2.019115155910797,3.515485474642763,17.03010167305881,2.4282126671279287,4.535199128768996,5.185245799859388,2.731108910438506,0.6541229492903204,85.40447657212502,2.1418039647846303,2.5430448794085914,2.9638120343952092,2.282415171793761,1.564501143810655,2.568463922114975,59,59,59,60,46,57,30,58,54,60,59,31,36,25,49,60,22,58,58,60,28,60,54,58.0,41,55,56,58,59,60,47,56,59,57,55,50,51,47,59,50,38.0,55,56,58,48,34,54,52.0,47,24,50,47,57,55,55,11,35,44,59,48,54,43,20,48,41,30,53,55,7,59,47,36,41,55,41,11685.451417918184
2016,Argentina,0,0,0,0,0,0,0,1,0,8.079598305744275,12.02690580308567,14.489880590431435,24.504257517152293,30.600419911638916,60.182326318307666,3.4582932979704606,42.130896960040104,13.720344389586687,18.376393464602888,8.838106230047288,3.496879859700024,42.69159415860607,78.56473337226942,13.04443483156719,6.037753279889556,13.737785155234112,33.81107208978364,42.37361755404819,53.457583971532934,4.037139601936351,10.698467360931465,23.157321832597777,20.321806682650376,5.3246171197762,2.6895758003080266,16.106245352587308,4.52593757982658,36.29262268392545,17.793296063399943,8.460818216277072,53.69912915944247,64.68365386981534,25.968055291675675,49.239194209841905,28.05158025294658,9.59148894613641,60.88217910305658,5.617170853889355,0.0,8.442002494944456,3.6117511927609156,18.971373190151088,38.76869186498424,13.232140684187627,78.71651621225152,31.359859799542402,48.48179135098758,61.03320950523169,2.9765638015999842,4.996088561988452,2.555919234626659,14.751446790811087,9.192598806924314,54.40219439401553,30.425521589443882,6.638909770730517,9.052241548395212,58.43389309040232,48.497633064867685,8.501088716246407,6.7044627742474985,4.954837034833401,1.1986172488290183,0.0,0.0,13.410817537344325,1.0678973662610278,2.871456236414579,12.370447001439475,10.284322433168107,0.9549219557665202,6.298234502739452,3.682074405428797,1.381439219156422,35,39,23,26,51,11,41,20,53,40,30,44,21,4,23,30,37,29,21,12,47,50,24,25.0,37,48,28,42,19,17,43,14,8,19,17,29,31,9,29,60,53.0,38,19,23,29,30,43,21.0,13,40,43,50,29,39,16,24,32,31,19,4,38,35,32,55,60,60,25,54,40,42,30,53,29,34,51,20307.870052141996
2016,Australia,0,0,0,0,0,0,0,0,1,70.43661031478898,90.76407020061522,90.82377074121085,53.479153168444505,68.65639205301281,70.61300654670328,24.834436496422153,32.117962784379905,51.12345038951139,94.91064795343328,96.92109265655546,16.059929555820677,4.952701143558834,34.60444298358673,87.96636926629799,86.76276370771339,0.08953904575718535,83.09972070563859,67.3348076347747,33.90707704145945,6.65504304753095,54.56390454017027,64.65321978776353,65.05213306562416,37.86978611088155,98.8694718007178,90.10794302662572,53.33950527943371,100.0,27.310881647084226,19.78150999696951,100.0,79.83986117547835,87.12979399119688,97.11109504466977,3.040503842791579,8.038258134434763,23.665041745084263,80.05831834283079,39.567917326037445,17.973387743620858,35.13401921898285,100.0,30.61951008318511,94.4520459517374,97.86586460202034,100.0,88.2119959884609,80.23307453322283,9.222087712065552,94.5929195115954,58.228878457620155,83.09920049755462,72.72425009800871,100.0,0.0,84.29727871676896,90.54562856172011,94.1303067762002,7.440004095516045,54.090312420149985,62.347690422867615,4.141502145950193,21.23008693721031,68.87280006910281,69.91435085162233,33.036354990415326,85.27900257555814,0.0,39.748724487335366,89.25041239761235,83.32710921856719,87.39176732110266,85.73072834835223,69.06454291280426,10,4,5,8,9,6,13,25,20,6,2,11,45,16,6,6,58,9,8,14,43,18,8,15.0,13,2,10,9,1,11,16,1,4,5,2,55,35,21,5,9,36.0,11,1,29,3,3,1,8.0,7,22,4,12,6,9,1,60,7,7,3,28,13,9,35,16,9,10,10,6,60,22,9,10,8,7,10,47249.43481527532
2016,Austria,0,0,1,0,0,0,0,0,0,59.24778259836437,73.4486950232442,77.10631231138169,37.66348654536116,66.33701048435343,35.71651095124429,8.974374464061848,49.51070488457337,11.188092365627263,71.20758014703229,37.15070139130682,3.7458782817708345,1.4656380759730232,8.710652084244225,77.14904816772376,73.27137096704857,0.17029668259049702,62.526421269731436,67.2917475932932,20.883633402248677,0.0,21.5956826786601,16.952448675993317,92.1526407039302,10.266972590061254,80.72294182014319,91.90297035139032,16.401834228287868,65.5544514890239,16.57130328552022,11.529526540837251,48.27167594853498,19.34698329954274,68.8033699198714,55.27744014552325,57.55684579209106,12.672022547923039,18.63381210816059,67.24992992790072,43.17106722460127,10.462531146519083,13.068061793190068,42.90158450896405,57.25034135867175,67.40003394922428,93.62822382113721,99.8653648798794,89.35772510970506,33.70940198245085,2.9077254565822788,93.58683877235958,67.46061956690315,47.20047827761463,52.227949528896154,76.76415154740205,0.8142021422161715,88.56834110605942,92.25794730521307,82.85206581578991,1.507110795055493,56.46161085653959,33.795427923761146,0.6402822088593931,19.870299858095688,77.20477328295682,79.75733297510489,16.486313568552227,83.36157635354763,0.14911780801479282,3.9661136026705144,85.44223064623739,85.68676696096716,87.32088940381087,79.65594525381148,69.45009844424861,14,8,9,16,13,24,28,14,55,12,15,39,51,33,10,7,53,14,9,23,60,39,29,4.0,25,9,9,24,11,20,37,20,33,13,14,16,28,23,9,7,49.0,20,13,15,15,10,9,7.0,23,41,5,9,15,16,10,51,4,6,9,53,11,17,54,17,6,6,22,7,52,56,11,9,9,9,9,52684.01711307681
2016,Azerbaijan,0,0,0,0,1,0,0,0,0,1.671709869578154,3.159704245973897,1.539495972990656,1.715254132266788,37.74643394104053,4.412013677626143,4.836939841003176,3.0704377313883766,35.93083581155337,5.499865560424325,3.8803360190870406,4.60707660213881,20.665280214400703,7.199318427221085,4.037805355801668,1.2600458130664864,55.86482495274989,2.1859184182553055,4.129777019599336,2.792764029021153,100.0,10.74287606109178,2.8658095392706033,5.459064428805048,5.314942573945141,4.476322278367223,3.9285239559796103,3.429522910447039,6.430412746121399,1.917172064552934,14.357769393969352,8.685323294920595,2.0181517395814463,4.082592245374268,2.9249276828909228,5.143377881739147,3.488051846322583,5.286517843901574,2.188151679889703,5.143152153874429,17.02557814538654,4.1306364765321755,3.6125562192198393,4.502582878185352,2.892496566075766,67.30170070854929,24.995687402895136,3.463286253773589,2.417325870287449,3.2151551346340486,2.0149778796142552,3.40818881385224,4.378672264523048,1.2585078962422056,5.35678725100216,41.615224037034004,2.8106245626063204,2.477869028499582,7.279726033134684,2.3724366892733464,1.2315662987560183,2.9234921808830427,13.873947229224257,3.2335613791373694,5.199767566553555,4.744783472074953,4.606972444500252,5.1967168539861275,96.18331532032767,21.7281626782966,1.617616076611137,1.8906404622210162,1.292038715103527,2.284794045842664,1.9470094744756188,55,56,51,56,43,54,38,57,28,53,51,32,33,37,44,56,17,55,55,53,1,49,55,47.0,38,39,45,44,51,48,28,50,54,45,54,52,48,46,53,34,37.0,36,44,55,41,43,48,56.0,53,38,52,41,38,59,50,20,47,51,53,45,56,45,21,40,35,35,45,27,4,34,53,45,50,45,47,14371.022741009152
2016,Bolivia,0,0,0,0,0,0,0,1,0,1.137072861371957,7.652715648170356,3.92544783369307,2.1562483959655485,38.86697032602176,14.422985036847582,3.2763441622665024,8.207111480235872,17.094095308509296,5.219227512263648,2.6919766462241306,4.238151078158354,50.84005083052281,4.7008979459883,5.264503719919638,2.5342750560955816,60.10139406414052,2.1280210100175583,17.07634682516986,4.763699801920653,56.984471433657276,5.193979750964495,0.5326464387188595,1.8011532404454806,3.2186664925002093,2.1969348569916165,2.2650289818839013,2.0316386201878336,10.906946352412039,1.8581473160008497,9.190020974467204,15.8641190203735,7.867950209765361,7.452881620438019,10.419294710854398,9.15580406426265,3.42179024430597,3.6430594960043394,1.8842147189412106,6.018616793287952,9.786229777209579,1.5246470015511693,2.8881860356366347,8.185651596884892,0.3545679091868095,78.05258535955174,21.298412630752654,15.490283467323792,17.112864209851587,4.564839274002461,3.0478832681912356,1.0354060844314952,0.0,7.101177775445144,23.577575700602893,24.04211129069366,2.427475378644032,2.6071011857488497,27.738267156305465,4.948862011281022,0.8157076922798129,1.434389171422523,8.749423905495439,1.975342414658501,3.2965757210591895,2.8738137766454224,3.1833658874171156,1.7484625003215948,52.20277407848796,7.483226164359998,1.5105892205574083,0.9779583433290356,0.5434000423142571,1.750424238463215,3.247629873831306,57,48,43,54,40,46,42,51,50,54,58,36,16,49,37,45,14,56,44,48,25,56,59,55.0,51,50,53,52,47,49,41,44,47,37,43,46,49,51,55,27,50.0,52,49,48,58,31,51,46.0,37,33,49,58,60,43,32,32,52,50,41,37,58,55,25,51,48,54,49,49,14,53,55,52,57,49,33,
2016,Brazil,0,0,0,0,0,0,0,1,0,13.527643529034709,9.483748741232112,11.638339685880567,58.097595310800685,41.11552438644421,100.0,12.789337171527762,48.4408396691552,81.31224235245936,41.807613857779515,10.94785416306223,9.398764927292017,30.21752671931925,98.89663343766443,6.470958339517679,2.5322472602735866,25.89548334526668,54.00062899121524,54.66434736976861,100.0,28.256646707734486,78.57727704738382,84.64522684807163,10.116225958304634,26.514483862672282,8.013476992376244,2.059967319071646,18.92658865999662,31.735946667407624,39.70940241711806,16.202180384045825,86.57996520946745,100.0,21.16977851418975,96.37726663839851,25.76704308622309,33.949782751787666,55.811064131429085,3.1233100892873855,2.29198687106566,11.788574409199244,9.657503389511156,10.790971914996522,57.56650104018861,23.37560560199407,91.92284896879531,32.247216494615984,60.77083526953119,91.18445480710419,10.82392949113342,6.117060570618494,10.594871630873046,21.39445919629942,19.880886236840645,41.79597747828634,37.03692198981141,4.433543107200396,3.155846943021676,87.3939380795219,100.0,11.315325370535444,19.29159481981753,3.7800524683423147,4.2136952550986315,2.2912428261421436,2.2812846167022145,49.7518220482973,3.741234799114983,0.9730116158047089,70.48350645275666,7.774136762344032,0.0,0.3456513245051308,1.2225170790463022,0.7940048747093377,29,43,25,7,37,1,22,15,6,20,27,16,27,2,30,46,34,18,15,1,39,8,4,34.0,15,32,55,22,23,6,23,7,1,21,3,31,16,11,44,52,46.0,26,23,14,22,15,42,17.0,5,20,39,23,21,25,20,22,40,45,8,1,36,23,39,36,57,59,6,34,42,7,33,60,59,56,57,14208.161105180689
2016,Bulgaria,0,0,0,1,0,0,0,0,0,4.939859518462059,15.003094122399007,9.992575493271573,2.3207265905501755,43.64674971690281,13.121107979853331,0.0,13.032630852883909,1.684316163781703,7.880377701352931,4.509201007347693,0.7959939813122201,63.683487990772136,13.475389345458261,10.662234952101905,8.991184851023256,43.01277923814087,16.24116123491117,19.36270902254957,5.189949039764514,12.601070141172887,0.01824255892553537,0.0,20.487401902536053,1.3719000877420213,10.656806938537892,17.267609774895163,1.8673832242157666,16.718855010326862,2.4253170825085744,12.421543602006507,22.455095964075706,7.519160567477096,18.707340898245715,14.370881924708879,17.47526247594005,0.3639439334593221,11.293826422237812,12.615376411541392,1.2603266015879413,9.663503457067046,0.5319764269439936,2.637508730390782,9.424996859686438,2.3082925807767527,73.37553389844216,62.6869421190254,23.709864343614036,15.700166282856129,0.4297310987408123,12.552139083161137,0.0,4.2644775554609975,1.8678810326194715,29.397761697616943,6.58298960058794,13.477034982269664,19.507464906569894,14.989851843791769,5.767089615467404,6.759379609726388,1.2513919183969846,2.6908711720277796,0.6234677756098207,3.510717410188984,3.4460243037538865,1.9972100594276607,2.7341259479553983,15.983784160127643,2.590465096203964,9.30846754108186,3.738198641568224,5.60410674051294,5.836945366143647,2.6664840672181933,42,32,27,52,32,48,60,44,59,48,46,58,13,30,25,23,26,39,37,47,42,59,60,24.0,57,29,27,53,35,44,35,41,48,23,40,35,59,34,23,58,51.0,59,51,46,46,40,24,39.0,38,54,27,60,39,57,28,42,23,22,49,35,41,57,43,58,46,49,56,42,25,57,32,31,31,28,38,20074.26478835
2016,Canada,0,0,0,0,0,1,0,0,0,84.87624293770835,100.0,99.384238972015,47.966095266182435,75.09188621140842,45.77475340049758,37.53713430647898,25.34632697804615,29.74159291207461,99.74251866354714,100.0,31.045281366310952,12.869655329056107,31.679257212452264,96.03484410488903,88.90675646609354,0.15440346647477116,87.12020550406058,67.20408839423683,17.732455085804396,1.1760297540782014,27.302262099250576,56.325521969447855,83.11333939923355,60.16915647681679,97.98800142249294,97.00417444603482,57.923585718920535,93.2684575721319,23.3341426941511,26.868858905208274,92.14999992068002,46.84318482027343,92.88610284186994,83.81994803662596,1.6292194547601953,6.031522689811663,7.8720821280606845,84.56291381605551,62.54866374431245,12.571385292191547,45.33824381023194,95.92778287133292,21.112937206090617,93.44850969444923,95.21358905160315,99.98315477713275,86.78648843309131,17.178163106018605,20.49338223101538,98.52772649756018,73.39684145141531,87.39869906551114,87.94341916126784,98.86911605089865,0.4669131295203624,97.00661192949218,99.7166025573194,76.74802863614025,2.315169030723326,70.48432388320735,74.47688709517217,5.269360690601825,46.16126208641439,88.23303655703074,89.1909299945716,24.777069179581638,100.0,0.07516361275529629,13.691264425575692,95.74106021365225,99.09836248627983,100.0,94.46055033005126,85.86915466886175,5,1,2,11,3,15,11,29,34,2,1,8,39,17,3,5,55,8,10,30,56,33,9,8.0,9,3,4,8,4,13,12,5,16,3,7,57,39,40,3,4,45.0,9,2,33,4,8,2,10.0,36,13,2,7,4,3,2,53,2,3,10,46,8,6,30,11,3,3,15,1,56,38,5,4,1,3,5,46472.340248631524
2016,Chile,0,0,0,0,0,0,0,1,0,6.8187945159061245,14.987531746283405,9.619256793583038,7.372586073953285,47.03064054781689,36.820255789302784,2.7593014672217455,24.28823168840989,29.772621618855375,16.655147402123028,9.351596117567524,2.4877151537841993,64.57617025352862,15.080868087887144,6.403387903784986,4.009442473701607,41.22127900579706,19.600678485519907,31.184710957151346,7.676451120729039,43.14036768991744,24.19267492883958,10.411099400970546,9.77245410811731,2.4213590126347473,4.860426627104674,4.932208001916343,8.560947167761261,20.94175985077809,0.8025013803523223,14.147329476392398,41.42551885818847,25.202615401366973,11.716430195002301,30.237685070636694,12.112228517778572,1.7500666282734518,35.8823037013888,0.0,4.014803832121508,11.195160655773117,1.4678253450884449,7.574655507907428,20.22847774280382,7.812822327656816,92.50451449494177,47.782944252739874,37.12237561879058,48.91877240526356,2.658521699181377,13.764840806656265,3.9104093374854187,6.050873241131585,9.283376283497608,36.72471423708715,27.771102427331336,10.905167146633037,10.929438890517872,54.35847611605943,14.85972687762934,13.311034951090319,4.663907903595893,7.70364495206368,0.6768671735506897,5.203680658678357,3.2012412413475744,6.718031794512967,9.422968874885017,8.249941583316632,29.23950767167312,7.012141912832968,4.099592592522802,4.360098710684532,3.2885125313627652,3.1261088012090683,38,33,29,41,28,21,45,30,33,43,28,51,12,26,31,37,29,36,30,42,32,34,35,36.0,55,37,39,32,30,58,30,24,25,29,22,42,57,16,60,39,48.0,54,30,37,32,14,33,26.0,18,43,25,38,35,38,22,28,25,26,22,18,31,38,26,57,34,51,37,24,36,29,35,29,34,36,36,23492.287856264455
